No.	Name	Description	Block	Sub-Block	
4932	F08[O-I]	Frequency of O - I at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4933	F08[O-B]	Frequency of O - B at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4934	F08[O-Si]	Frequency of O - Si at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4935	F08[O-X]	Frequency of O - X at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4936	F08[S-S]	Frequency of S - S at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4937	F08[S-P]	Frequency of S - P at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4938	F08[S-F]	Frequency of S - F at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4939	F08[S-Cl]	Frequency of S - Cl at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4940	F08[S-Br]	Frequency of S - Br at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4941	F08[S-I]	Frequency of S - I at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4942	F08[S-B]	Frequency of S - B at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4943	F08[S-Si]	Frequency of S - Si at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4944	F08[S-X]	Frequency of S - X at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4945	F08[P-P]	Frequency of P - P at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4946	F08[P-F]	Frequency of P - F at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4947	F08[P-Cl]	Frequency of P - Cl at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4948	F08[P-Br]	Frequency of P - Br at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4949	F08[P-I]	Frequency of P - I at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4950	F08[P-B]	Frequency of P - B at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4951	F08[P-Si]	Frequency of P - Si at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4952	F08[P-X]	Frequency of P - X at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4953	F08[F-F]	Frequency of F - F at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4954	F08[F-Cl]	Frequency of F - Cl at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4955	F08[F-Br]	Frequency of F - Br at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4956	F08[F-I]	Frequency of F - I at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4957	F08[F-B]	Frequency of F - B at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4958	F08[F-Si]	Frequency of F - Si at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4959	F08[F-X]	Frequency of F - X at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4960	F08[Cl-Cl]	Frequency of Cl - Cl at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4961	F08[Cl-Br]	Frequency of Cl - Br at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4962	F08[Cl-I]	Frequency of Cl - I at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4963	F08[Cl-B]	Frequency of Cl - B at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4964	F08[Cl-Si]	Frequency of Cl - Si at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4965	F08[Cl-X]	Frequency of Cl - X at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4966	F08[Br-Br]	Frequency of Br - Br at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4967	F08[Br-I]	Frequency of Br - I at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4968	F08[Br-B]	Frequency of Br - B at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4969	F08[Br-Si]	Frequency of Br - Si at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4970	F08[Br-X]	Frequency of Br - X at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4971	F08[I-I]	Frequency of I - I at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4972	F08[I-B]	Frequency of I - B at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4973	F08[I-Si]	Frequency of I - Si at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4974	F08[I-X]	Frequency of I - X at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4975	F08[B-B]	Frequency of B - B at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4976	F08[B-Si]	Frequency of B - Si at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4977	F08[B-X]	Frequency of B - X at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4978	F08[Si-Si]	Frequency of Si - Si at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4979	F08[Si-X]	Frequency of Si - X at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4980	F08[X-X]	Frequency of X - X at topological distance 8	2D Atom Pairs	Frequency Atom Pairs of order 8	
4981	F09[C-C]	Frequency of C - C at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4982	F09[C-N]	Frequency of C - N at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4983	F09[C-O]	Frequency of C - O at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4984	F09[C-S]	Frequency of C - S at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4985	F09[C-P]	Frequency of C - P at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4986	F09[C-F]	Frequency of C - F at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4987	F09[C-Cl]	Frequency of C - Cl at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4988	F09[C-Br]	Frequency of C - Br at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4989	F09[C-I]	Frequency of C - I at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4990	F09[C-B]	Frequency of C - B at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4991	F09[C-Si]	Frequency of C - Si at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4992	F09[C-X]	Frequency of C - X at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4993	F09[N-N]	Frequency of N - N at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4994	F09[N-O]	Frequency of N - O at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4995	F09[N-S]	Frequency of N - S at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4996	F09[N-P]	Frequency of N - P at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4997	F09[N-F]	Frequency of N - F at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4998	F09[N-Cl]	Frequency of N - Cl at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
4999	F09[N-Br]	Frequency of N - Br at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5000	F09[N-I]	Frequency of N - I at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5001	F09[N-B]	Frequency of N - B at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5002	F09[N-Si]	Frequency of N - Si at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5003	F09[N-X]	Frequency of N - X at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5004	F09[O-O]	Frequency of O - O at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5005	F09[O-S]	Frequency of O - S at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5006	F09[O-P]	Frequency of O - P at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5007	F09[O-F]	Frequency of O - F at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5008	F09[O-Cl]	Frequency of O - Cl at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5009	F09[O-Br]	Frequency of O - Br at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5010	F09[O-I]	Frequency of O - I at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5011	F09[O-B]	Frequency of O - B at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5012	F09[O-Si]	Frequency of O - Si at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5013	F09[O-X]	Frequency of O - X at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5014	F09[S-S]	Frequency of S - S at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5015	F09[S-P]	Frequency of S - P at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5016	F09[S-F]	Frequency of S - F at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5017	F09[S-Cl]	Frequency of S - Cl at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5018	F09[S-Br]	Frequency of S - Br at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5019	F09[S-I]	Frequency of S - I at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5020	F09[S-B]	Frequency of S - B at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5021	F09[S-Si]	Frequency of S - Si at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5022	F09[S-X]	Frequency of S - X at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5023	F09[P-P]	Frequency of P - P at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5024	F09[P-F]	Frequency of P - F at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5025	F09[P-Cl]	Frequency of P - Cl at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5026	F09[P-Br]	Frequency of P - Br at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5027	F09[P-I]	Frequency of P - I at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5028	F09[P-B]	Frequency of P - B at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5029	F09[P-Si]	Frequency of P - Si at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5030	F09[P-X]	Frequency of P - X at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5031	F09[F-F]	Frequency of F - F at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5032	F09[F-Cl]	Frequency of F - Cl at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5033	F09[F-Br]	Frequency of F - Br at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5034	F09[F-I]	Frequency of F - I at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5035	F09[F-B]	Frequency of F - B at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5036	F09[F-Si]	Frequency of F - Si at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5037	F09[F-X]	Frequency of F - X at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5038	F09[Cl-Cl]	Frequency of Cl - Cl at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5039	F09[Cl-Br]	Frequency of Cl - Br at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5040	F09[Cl-I]	Frequency of Cl - I at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5041	F09[Cl-B]	Frequency of Cl - B at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5042	F09[Cl-Si]	Frequency of Cl - Si at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5043	F09[Cl-X]	Frequency of Cl - X at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5044	F09[Br-Br]	Frequency of Br - Br at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5045	F09[Br-I]	Frequency of Br - I at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5046	F09[Br-B]	Frequency of Br - B at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5047	F09[Br-Si]	Frequency of Br - Si at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5048	F09[Br-X]	Frequency of Br - X at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5049	F09[I-I]	Frequency of I - I at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5050	F09[I-B]	Frequency of I - B at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5051	F09[I-Si]	Frequency of I - Si at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5052	F09[I-X]	Frequency of I - X at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5053	F09[B-B]	Frequency of B - B at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5054	F09[B-Si]	Frequency of B - Si at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5055	F09[B-X]	Frequency of B - X at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5056	F09[Si-Si]	Frequency of Si - Si at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5057	F09[Si-X]	Frequency of Si - X at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5058	F09[X-X]	Frequency of X - X at topological distance 9	2D Atom Pairs	Frequency Atom Pairs of order 9	
5059	F10[C-C]	Frequency of C - C at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5060	F10[C-N]	Frequency of C - N at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5061	F10[C-O]	Frequency of C - O at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5062	F10[C-S]	Frequency of C - S at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5063	F10[C-P]	Frequency of C - P at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5064	F10[C-F]	Frequency of C - F at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5065	F10[C-Cl]	Frequency of C - Cl at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5066	F10[C-Br]	Frequency of C - Br at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5067	F10[C-I]	Frequency of C - I at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5068	F10[C-B]	Frequency of C - B at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5069	F10[C-Si]	Frequency of C - Si at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5070	F10[C-X]	Frequency of C - X at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5071	F10[N-N]	Frequency of N - N at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5072	F10[N-O]	Frequency of N - O at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5073	F10[N-S]	Frequency of N - S at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5074	F10[N-P]	Frequency of N - P at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5075	F10[N-F]	Frequency of N - F at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5076	F10[N-Cl]	Frequency of N - Cl at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5077	F10[N-Br]	Frequency of N - Br at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5078	F10[N-I]	Frequency of N - I at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5079	F10[N-B]	Frequency of N - B at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5080	F10[N-Si]	Frequency of N - Si at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5081	F10[N-X]	Frequency of N - X at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5082	F10[O-O]	Frequency of O - O at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5083	F10[O-S]	Frequency of O - S at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5084	F10[O-P]	Frequency of O - P at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5085	F10[O-F]	Frequency of O - F at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5086	F10[O-Cl]	Frequency of O - Cl at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5087	F10[O-Br]	Frequency of O - Br at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5088	F10[O-I]	Frequency of O - I at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5089	F10[O-B]	Frequency of O - B at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5090	F10[O-Si]	Frequency of O - Si at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5091	F10[O-X]	Frequency of O - X at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5092	F10[S-S]	Frequency of S - S at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5093	F10[S-P]	Frequency of S - P at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5094	F10[S-F]	Frequency of S - F at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5095	F10[S-Cl]	Frequency of S - Cl at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5096	F10[S-Br]	Frequency of S - Br at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5097	F10[S-I]	Frequency of S - I at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5098	F10[S-B]	Frequency of S - B at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5099	F10[S-Si]	Frequency of S - Si at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5100	F10[S-X]	Frequency of S - X at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5101	F10[P-P]	Frequency of P - P at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5102	F10[P-F]	Frequency of P - F at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5103	F10[P-Cl]	Frequency of P - Cl at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5104	F10[P-Br]	Frequency of P - Br at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5105	F10[P-I]	Frequency of P - I at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5106	F10[P-B]	Frequency of P - B at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5107	F10[P-Si]	Frequency of P - Si at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5108	F10[P-X]	Frequency of P - X at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5109	F10[F-F]	Frequency of F - F at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5110	F10[F-Cl]	Frequency of F - Cl at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5111	F10[F-Br]	Frequency of F - Br at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5112	F10[F-I]	Frequency of F - I at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5113	F10[F-B]	Frequency of F - B at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5114	F10[F-Si]	Frequency of F - Si at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5115	F10[F-X]	Frequency of F - X at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5116	F10[Cl-Cl]	Frequency of Cl - Cl at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5117	F10[Cl-Br]	Frequency of Cl - Br at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5118	F10[Cl-I]	Frequency of Cl - I at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5119	F10[Cl-B]	Frequency of Cl - B at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5120	F10[Cl-Si]	Frequency of Cl - Si at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5121	F10[Cl-X]	Frequency of Cl - X at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5122	F10[Br-Br]	Frequency of Br - Br at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5123	F10[Br-I]	Frequency of Br - I at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5124	F10[Br-B]	Frequency of Br - B at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5125	F10[Br-Si]	Frequency of Br - Si at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5126	F10[Br-X]	Frequency of Br - X at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5127	F10[I-I]	Frequency of I - I at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5128	F10[I-B]	Frequency of I - B at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5129	F10[I-Si]	Frequency of I - Si at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5130	F10[I-X]	Frequency of I - X at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5131	F10[B-B]	Frequency of B - B at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5132	F10[B-Si]	Frequency of B - Si at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5133	F10[B-X]	Frequency of B - X at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5134	F10[Si-Si]	Frequency of Si - Si at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5135	F10[Si-X]	Frequency of Si - X at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5136	F10[X-X]	Frequency of X - X at topological distance 10	2D Atom Pairs	Frequency Atom Pairs of order 10	
5137	G(N..N)	sum of geometrical distances between N..N	3D Atom Pairs	Weighted geometrical atom pairs	
5138	G(N..O)	sum of geometrical distances between N..O	3D Atom Pairs	Weighted geometrical atom pairs	
5139	G(N..S)	sum of geometrical distances between N..S	3D Atom Pairs	Weighted geometrical atom pairs	
5140	G(N..P)	sum of geometrical distances between N..P	3D Atom Pairs	Weighted geometrical atom pairs	
5141	G(N..F)	sum of geometrical distances between N..F	3D Atom Pairs	Weighted geometrical atom pairs	
5142	G(N..Cl)	sum of geometrical distances between N..Cl	3D Atom Pairs	Weighted geometrical atom pairs	
5143	G(N..Br)	sum of geometrical distances between N..Br	3D Atom Pairs	Weighted geometrical atom pairs	
5144	G(N..I)	sum of geometrical distances between N..I	3D Atom Pairs	Weighted geometrical atom pairs	
5145	G(O..O)	sum of geometrical distances between O..O	3D Atom Pairs	Weighted geometrical atom pairs	
5146	G(O..S)	sum of geometrical distances between O..S	3D Atom Pairs	Weighted geometrical atom pairs	
5147	G(O..P)	sum of geometrical distances between O..P	3D Atom Pairs	Weighted geometrical atom pairs	
5148	G(O..F)	sum of geometrical distances between O..F	3D Atom Pairs	Weighted geometrical atom pairs	
5149	G(O..Cl)	sum of geometrical distances between O..Cl	3D Atom Pairs	Weighted geometrical atom pairs	
5150	G(O..Br)	sum of geometrical distances between O..Br	3D Atom Pairs	Weighted geometrical atom pairs	
5151	G(O..I)	sum of geometrical distances between O..I	3D Atom Pairs	Weighted geometrical atom pairs	
5152	G(S..S)	sum of geometrical distances between S..S	3D Atom Pairs	Weighted geometrical atom pairs	
5153	G(S..P)	sum of geometrical distances between S..P	3D Atom Pairs	Weighted geometrical atom pairs	
5154	G(S..F)	sum of geometrical distances between S..F	3D Atom Pairs	Weighted geometrical atom pairs	
5155	G(S..Cl)	sum of geometrical distances between S..Cl	3D Atom Pairs	Weighted geometrical atom pairs	
5156	G(S..Br)	sum of geometrical distances between S..Br	3D Atom Pairs	Weighted geometrical atom pairs	
5157	G(S..I)	sum of geometrical distances between S..I	3D Atom Pairs	Weighted geometrical atom pairs	
5158	G(P..P)	sum of geometrical distances between P..P	3D Atom Pairs	Weighted geometrical atom pairs	
5159	G(P..F)	sum of geometrical distances between P..F	3D Atom Pairs	Weighted geometrical atom pairs	
5160	G(P..Cl)	sum of geometrical distances between P..Cl	3D Atom Pairs	Weighted geometrical atom pairs	
5161	G(P..Br)	sum of geometrical distances between P..Br	3D Atom Pairs	Weighted geometrical atom pairs	
5162	G(P..I)	sum of geometrical distances between P..I	3D Atom Pairs	Weighted geometrical atom pairs	
5163	G(F..F)	sum of geometrical distances between F..F	3D Atom Pairs	Weighted geometrical atom pairs	
5164	G(F..Cl)	sum of geometrical distances between F..Cl	3D Atom Pairs	Weighted geometrical atom pairs	
5165	G(F..Br)	sum of geometrical distances between F..Br	3D Atom Pairs	Weighted geometrical atom pairs	
5166	G(F..I)	sum of geometrical distances between F..I	3D Atom Pairs	Weighted geometrical atom pairs	
5167	G(Cl..Cl)	sum of geometrical distances between Cl..Cl	3D Atom Pairs	Weighted geometrical atom pairs	
5168	G(Cl..Br)	sum of geometrical distances between Cl..Br	3D Atom Pairs	Weighted geometrical atom pairs	
5169	G(Cl..I)	sum of geometrical distances between Cl..I	3D Atom Pairs	Weighted geometrical atom pairs	
5170	G(Br..Br)	sum of geometrical distances between Br..Br	3D Atom Pairs	Weighted geometrical atom pairs	
5171	G(Br..I)	sum of geometrical distances between Br..I	3D Atom Pairs	Weighted geometrical atom pairs	
5172	G(I..I)	sum of geometrical distances between I..I	3D Atom Pairs	Weighted geometrical atom pairs	
5173	qpmax	maximum positive charge	Charge descriptors	Basic descriptors	
5174	qnmax	maximum negative charge	Charge descriptors	Basic descriptors	
5175	Qpos	total positive charge	Charge descriptors	Basic descriptors	
5176	Qneg	total negative charge	Charge descriptors	Basic descriptors	
5177	Qtot	total absolute charge (electronic charge index - ECI)	Charge descriptors	Basic descriptors	
5178	Qmean	mean absolute charge (charge polarization)	Charge descriptors	Basic descriptors	
5179	Q2	total squared charge	Charge descriptors	Basic descriptors	
5180	RPCG	relative positive charge	Charge descriptors	Basic descriptors	
5181	RNCG	relative negative charge	Charge descriptors	Basic descriptors	
5182	SPP	submolecular polarity parameter	Charge descriptors	Basic descriptors	
5183	TE1	topographic electronic descriptor	Charge descriptors	Basic descriptors	
5184	TE2	topographic electronic descriptor (bond resctricted)	Charge descriptors	Basic descriptors	
5185	PCWTE1	partial charge weighted topological electronic index	Charge descriptors	Basic descriptors	
5186	PCWTE2	partial charge weighted topological electronic index (bond resctricted)	Charge descriptors	Basic descriptors	
5187	LDI	local dipole index	Charge descriptors	Basic descriptors	
5188	Uc	unsaturation count	Molecular properties	Basic descriptors	
5189	Ui	unsaturation index	Molecular properties	Basic descriptors	
5190	Hy	hydrophilic factor	Molecular properties	Basic descriptors	
5191	AMR	Ghose-Crippen molar refractivity	Molecular properties	Basic descriptors	
5192	MR99	Wildmann-Crippen molar refractivity	Molecular properties	Basic descriptors	
5193	MRcons	Molar refractivity (consensus)	Molecular properties	Basic descriptors	
5194	TPSA(NO)	topological polar surface area using N,O polar contributions	Molecular properties	Basic descriptors	
