No.	NAME	nCIR	Rperim	Rbrid	MCD	NRS	NNRS	nR04	nR05	nR06	nR07	nR08	nBnz	ARR	D/Dtr04	D/Dtr05	D/Dtr06	D/Dtr08
558	BL-S217	4	14	1	0.482758620689655	2	0.666666666666667	1	0	2	0	1	0	0.193548387096774	59.9694974959681	0	198.840223648041	123.931978479037
559	BL-S217	4	14	1	0.482758620689655	2	0.666666666666667	1	0	2	0	1	0	0.193548387096774	59.9694974959681	0	198.840223648041	123.931978479037
560	Nocardicin B	3	16	0	0.444444444444444	3	1	1	0	2	0	0	2	0.315789473684211	107.942091242091	0	303.674900520876	0
561	Cephaloglycin	4	14	1	0.5	2	0.666666666666667	1	0	2	0	1	1	0.2	56.2311244311244	0	186.48076109477	116.39272949273
562	Cephaloglycin	4	14	1	0.5	2	0.666666666666667	1	0	2	0	1	1	0.2	56.2311244311244	0	186.48076109477	116.39272949273
563	Cephalothin	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	51.6279553779554	79.3078078783961	77.8795426795427	106.595199245199
564	BL-S217	4	14	1	0.482758620689655	2	0.666666666666667	1	0	2	0	1	0	0.193548387096774	59.9694974959681	0	198.840223648041	123.931978479037
565	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
566	Ceftriaxone	5	19	1	0.527777777777778	3	0.75	1	1	2	0	1	0	0.128205128205128	76.693808968809	114.739874797807	245.173871458779	155.269178044178
567	Cephalothin	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	51.6279553779554	79.3078078783961	77.8795426795427	106.595199245199
568	Cefotaxime	4	13	1	0.433333333333333	2	0.666666666666667	1	1	1	0	1	0	0.15625	62.1015234765235	93.9816174022056	94.0620823620824	128.679079254079
569	Cephalothin	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	51.6279553779554	79.3078078783961	77.8795426795427	106.595199245199
570	Cephalothin	4	13	1	0.5	2	0.666666666666667	1	1	1	0	1	0	0.178571428571429	51.6279553779554	79.3078078783961	77.8795426795427	106.595199245199
