No.	NAME	C-002	C-003	C-005	C-006	C-008	C-009	C-011	C-012	C-016	C-019	C-024	C-025	C-026	C-027	C-028	C-029	C-033	C-034	C-039	C-040	C-041	C-042	C-044	H-046	H-047	H-048	H-049	H-051	H-052	H-053	O-058	O-060	O-062	N-068	N-072	N-074	N-079
495	Cefaclor	0	0	0	1	2	1	0	0	0	2	5	1	0	0	0	0	0	0	0	3	0	0	0	0	9	1	0	0	0	0	3	0	1	0	2	0	0
496	Ampicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	3	0	1	0	2	0	0
497	Piperacillin	0	0	0	3	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	5	1	0	0	0	14	1	0	0	9	0	6	0	1	0	5	0	0
498	Nocardicin B	1	0	0	2	3	0	0	0	0	0	8	2	2	0	0	0	0	0	1	4	0	0	0	0	15	0	0	0	0	2	4	2	2	0	2	1	1
499	Nalidixic acid	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	3	3	0	2	0	1	0	0	0	0
500	Nocardicin B	1	0	0	2	3	0	0	0	0	0	8	2	2	0	0	0	0	0	1	4	0	0	0	0	15	0	0	0	0	2	4	2	2	0	2	1	1
501	Nalidixic acid	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	3	3	0	2	0	1	0	0	0	0
502	Piperacillin	0	0	0	3	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	5	1	0	0	0	14	1	0	0	9	0	6	0	1	0	5	0	0
503	LY097964	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	3	0	0	1	3	6	2	0	0	0	0	3	1	1	0	2	1	0
504	LY097964	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	3	0	0	1	3	6	2	0	0	0	0	3	1	1	0	2	1	0
505	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
506	Cefuroxime	0	0	1	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	1	3	1	0	0	0	10	2	0	0	0	0	4	3	1	0	3	1	0
507	Nalidixic acid	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	3	3	0	2	0	1	0	0	0	0
508	Cephalothin	1	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	4	0	0	0	0	7	2	0	5	0	0	4	1	1	0	2	0	0
509	Ceftazidime	0	0	0	2	1	1	1	0	0	1	3	0	0	2	1	0	1	0	1	4	0	0	1	0	8	2	2	0	6	0	4	1	2	0	2	1	0
510	Cefaclor	0	0	0	1	2	1	0	0	0	2	5	1	0	0	0	0	0	0	0	3	0	0	0	0	9	1	0	0	0	0	3	0	1	0	2	0	0
511	Piperacillin	0	0	0	3	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	5	1	0	0	0	14	1	0	0	9	0	6	0	1	0	5	0	0
512	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
513	Cephalothin	1	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	4	0	0	0	0	7	2	0	5	0	0	4	1	1	0	2	0	0
514	Cefoxitin	1	0	1	2	0	1	0	1	0	1	2	0	0	0	0	0	1	1	0	3	1	0	0	0	9	2	0	2	0	0	4	1	1	0	3	0	0
515	Ceftazidime	0	0	0	2	1	1	1	0	0	1	3	0	0	2	1	0	1	0	1	4	0	0	1	0	8	2	2	0	6	0	4	1	2	0	2	1	0
516	Piperacillin	0	0	0	3	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	5	1	0	0	0	14	1	0	0	9	0	6	0	1	0	5	0	0
517	Cefmetazole	0	0	2	4	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	1	0
518	Aztreonam	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	1	3	0	0	1	0	2	1	0	0	9	0	5	1	2	0	2	1	0
519	Cefamandole	0	0	1	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	3	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	0	0
520	Nalidixic acid	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	3	3	0	2	0	1	0	0	0	0
521	Cefoxitin	1	0	1	2	0	1	0	1	0	1	2	0	0	0	0	0	1	1	0	3	1	0	0	0	9	2	0	2	0	0	4	1	1	0	3	0	0
522	Ceftriaxone	0	0	2	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	5	1	0	1	0	11	2	0	0	0	0	5	1	1	1	2	2	0
523	Nalidixic acid	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	3	3	0	2	0	1	0	0	0	0
524	Nalidixic acid	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	3	3	0	2	0	1	0	0	0	0
525	Cefamandole	0	0	1	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	3	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	0	0
526	Sulbenicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	5	0	2	0	2	0	0
527	BL-S217	0	0	1	3	1	1	0	0	0	1	2	0	1	2	0	0	0	0	0	4	0	0	0	0	12	1	2	3	0	0	4	1	1	0	2	0	0
528	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
529	Cefaclor	0	0	0	1	2	1	0	0	0	2	5	1	0	0	0	0	0	0	0	3	0	0	0	0	9	1	0	0	0	0	3	0	1	0	2	0	0
530	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
531	Nocardicin B	1	0	0	2	3	0	0	0	0	0	8	2	2	0	0	0	0	0	1	4	0	0	0	0	15	0	0	0	0	2	4	2	2	0	2	1	1
532	Piperacillin	0	0	0	3	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	5	1	0	0	0	14	1	0	0	9	0	6	0	1	0	5	0	0
533	Cefmetazole	0	0	2	4	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	14	1	0	0	0	0	3	0	1	0	2	1	0
534	Ceftriaxone	0	0	2	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	5	1	0	1	0	11	2	0	0	0	0	5	1	1	1	2	2	0
535	Sulbenicillin	0	0	0	0	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0	8	1	0	0	6	0	5	0	2	0	2	0	0
536	Cefuroxime	0	0	1	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	1	3	1	0	0	0	10	2	0	0	0	0	4	3	1	0	3	1	0
537	Ceftizoxime	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	1	3	0	0	1	0	7	2	0	0	0	0	3	1	1	0	2	1	0
538	Ceftizoxime	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	1	3	0	0	1	0	7	2	0	0	0	0	3	1	1	0	2	1	0
539	LY097964	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	3	0	0	1	3	6	2	0	0	0	0	3	1	1	0	2	1	0
540	Piperacillin	0	0	0	3	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	5	1	0	0	0	14	1	0	0	9	0	6	0	1	0	5	0	0
541	BL-S217	0	0	1	3	1	1	0	0	0	1	2	0	1	2	0	0	0	0	0	4	0	0	0	0	12	1	2	3	0	0	4	1	1	0	2	0	0
542	Cephalothin	1	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	4	0	0	0	0	7	2	0	5	0	0	4	1	1	0	2	0	0
543	Piperacillin	0	0	0	3	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	5	1	0	0	0	14	1	0	0	9	0	6	0	1	0	5	0	0
544	Cefaclor	0	0	0	1	2	1	0	0	0	2	5	1	0	0	0	0	0	0	0	3	0	0	0	0	9	1	0	0	0	0	3	0	1	0	2	0	0
545	Nalidixic acid	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	3	3	0	2	0	1	0	0	0	0
546	BL-S217	0	0	1	3	1	1	0	0	0	1	2	0	1	2	0	0	0	0	0	4	0	0	0	0	12	1	2	3	0	0	4	1	1	0	2	0	0
547	Cefuroxime	0	0	1	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	1	3	1	0	0	0	10	2	0	0	0	0	4	3	1	0	3	1	0
548	Nalidixic acid	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	3	3	0	2	0	1	0	0	0	0
549	Piperacillin	0	0	0	3	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	5	1	0	0	0	14	1	0	0	9	0	6	0	1	0	5	0	0
550	Cephaloglycin	0	0	0	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	4	0	0	0	0	11	1	0	3	0	0	4	1	1	0	2	0	0
551	Nocardicin B	1	0	0	2	3	0	0	0	0	0	8	2	2	0	0	0	0	0	1	4	0	0	0	0	15	0	0	0	0	2	4	2	2	0	2	1	1
552	Nalidixic acid	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	1	1	0	0	0	0	4	1	0	3	3	0	2	0	1	0	0	0	0
553	LY097964	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	3	0	0	1	3	6	2	0	0	0	0	3	1	1	0	2	1	0
554	BL-S217	0	0	1	3	1	1	0	0	0	1	2	0	1	2	0	0	0	0	0	4	0	0	0	0	12	1	2	3	0	0	4	1	1	0	2	0	0
555	Piperacillin	0	0	0	3	3	1	1	0	0	0	5	1	0	0	0	0	0	0	0	5	1	0	0	0	14	1	0	0	9	0	6	0	1	0	5	0	0
556	Cephalosporin C	3	0	0	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	2	6	1	1	2	2	0	5	1	2	0	2	0	1
557	Cefoxitin	1	0	1	2	0	1	0	1	0	1	2	0	0	0	0	0	1	1	0	3	1	0	0	0	9	2	0	2	0	0	4	1	1	0	3	0	0
558	BL-S217	0	0	1	3	1	1	0	0	0	1	2	0	1	2	0	0	0	0	0	4	0	0	0	0	12	1	2	3	0	0	4	1	1	0	2	0	0
559	BL-S217	0	0	1	3	1	1	0	0	0	1	2	0	1	2	0	0	0	0	0	4	0	0	0	0	12	1	2	3	0	0	4	1	1	0	2	0	0
560	Nocardicin B	1	0	0	2	3	0	0	0	0	0	8	2	2	0	0	0	0	0	1	4	0	0	0	0	15	0	0	0	0	2	4	2	2	0	2	1	1
561	Cephaloglycin	0	0	0	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	4	0	0	0	0	11	1	0	3	0	0	4	1	1	0	2	0	0
562	Cephaloglycin	0	0	0	2	2	1	0	0	0	1	5	1	0	0	0	0	0	0	0	4	0	0	0	0	11	1	0	3	0	0	4	1	1	0	2	0	0
563	Cephalothin	1	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	4	0	0	0	0	7	2	0	5	0	0	4	1	1	0	2	0	0
564	BL-S217	0	0	1	3	1	1	0	0	0	1	2	0	1	2	0	0	0	0	0	4	0	0	0	0	12	1	2	3	0	0	4	1	1	0	2	0	0
565	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
566	Ceftriaxone	0	0	2	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	5	1	0	1	0	11	2	0	0	0	0	5	1	1	1	2	2	0
567	Cephalothin	1	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	4	0	0	0	0	7	2	0	5	0	0	4	1	1	0	2	0	0
568	Cefotaxime	0	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	4	0	0	1	0	8	2	0	3	0	0	4	2	1	0	2	1	0
569	Cephalothin	1	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	4	0	0	0	0	7	2	0	5	0	0	4	1	1	0	2	0	0
570	Cephalothin	1	0	0	2	1	1	0	0	0	1	2	0	0	0	0	0	1	1	0	4	0	0	0	0	7	2	0	5	0	0	4	1	1	0	2	0	0
