No.	NAME	nCp	nCs	nCt	nCrs	nCrt	nCar	nCb-	nCconj	nR=Cs	nR=Ct	nRCOOR	nArCONH2	nRCONR2	nROCON	nCONN	nArCNO	nRNH2	nArNH2	nArNR2	nN+	nNq	nROH	nArOH	nOHs	nROR	nArOR	nRSR	nSO3	nFuranes	nThiophenes	nPyridines	nHBonds
560	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	2
561	Cephaloglycin	1	2	0	1	0	6	1	3	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
562	Cephaloglycin	1	2	0	1	0	6	1	3	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
563	Cephalothin	1	2	0	1	0	4	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
564	BL-S217	1	1	0	1	0	5	0	3	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0
565	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
566	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
567	Cephalothin	1	2	0	1	0	4	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
568	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
569	Cephalothin	1	2	0	1	0	4	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
570	Cephalothin	1	2	0	1	0	4	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
