No.	NAME	WHALES00_Rem	WHALES10_Rem	WHALES20_Rem	WHALES30_Rem	WHALES40_Rem	WHALES50_Rem	WHALES60_Rem	WHALES70_Rem	WHALES80_Rem	WHALES90_Rem	WHALES100_Rem	WHALES00_Isol	WHALES10_Isol	WHALES20_Isol	WHALES30_Isol	WHALES40_Isol	WHALES50_Isol	WHALES60_Isol	WHALES70_Isol	WHALES80_Isol	WHALES90_Isol	WHALES100_Isol	WHALES00_IR	WHALES10_IR	WHALES20_IR	WHALES30_IR	WHALES40_IR	WHALES50_IR	WHALES70_IR	WHALES80_IR	WHALES90_IR	WHALES100_IR
263	Cefacetrile	-2.372	-1.234	-1.054	-0.867	-0.335	0.495	0.791	0.98	1.232	1.568	2.612	-0.283	-0.194	-0.151	-0.141	-0.061	0.092	0.104	0.133	0.159	0.18	0.26	-0.76	-0.218	-0.154	-0.126	-0.035	0.055	0.142	0.168	0.232	0.604
264	Cefuroxime	-2.221	-1.668	-1.276	-1.019	-0.718	-0.403	0.502	0.67	0.77	1.031	3.495	-0.245	-0.156	-0.13	-0.11	-0.085	-0.043	0.057	0.089	0.127	0.149	0.189	-0.392	-0.216	-0.117	-0.083	-0.066	-0.033	0.097	0.146	0.209	0.434
265	Penicillin N	-3.295	-1.574	-1.507	-1.11	-0.913	-0.579	0.663	0.787	0.832	1.025	1.624	-0.433	-0.273	-0.218	-0.156	-0.134	-0.041	0.076	0.151	0.168	0.181	0.456	-0.647	-0.254	-0.188	-0.169	-0.087	-0.025	0.149	0.201	0.25	0.58
266	Penicillin N	-3.005	-1.899	-1.36	-1.075	-0.905	-0.622	0.571	0.756	0.836	1.008	1.737	-0.285	-0.216	-0.165	-0.143	-0.133	-0.062	0.096	0.119	0.164	0.223	0.273	-0.518	-0.168	-0.155	-0.131	-0.103	-0.028	0.14	0.21	0.278	0.434
267	Cefuroxime	-2.306	-1.552	-1.185	-1.035	-0.751	-0.535	0.453	0.647	0.948	1.101	3.022	-0.212	-0.162	-0.11	-0.084	-0.05	-0.032	0.048	0.079	0.104	0.127	0.169	-0.291	-0.212	-0.1	-0.061	-0.045	-0.015	0.073	0.104	0.2	0.352
268	Cephaloridine	-3.251	-2.233	-1.46	-1.132	-0.785	0.372	0.61	0.81	1.161	1.352	2.543	-0.259	-0.21	-0.193	-0.152	-0.107	0.041	0.087	0.104	0.137	0.182	0.335	-0.351	-0.169	-0.158	-0.101	-0.057	0.03	0.11	0.181	0.308	0.374
269	Cefoxitin	-3.375	-2.155	-1.545	-1.042	-0.897	-0.591	0.507	0.63	0.894	1.366	2.06	-0.273	-0.232	-0.174	-0.126	-0.103	-0.073	0.075	0.084	0.109	0.128	0.226	-0.34	-0.221	-0.136	-0.074	-0.064	-0.041	0.104	0.165	0.178	0.235
270	Cefoxitin	-2.972	-2.154	-1.59	-1.097	-0.842	-0.573	0.566	0.656	0.863	1.436	2.123	-0.303	-0.207	-0.161	-0.124	-0.097	-0.071	0.076	0.089	0.107	0.122	0.145	-0.376	-0.23	-0.114	-0.086	-0.062	-0.043	0.1	0.152	0.178	0.202
271	LY097964	-2.49	-1.52	-1.305	-0.965	-0.743	-0.521	0.531	0.622	0.832	1.112	2.261	-0.253	-0.139	-0.112	-0.081	-0.076	-0.069	0.037	0.1	0.113	0.14	0.15	-0.331	-0.212	-0.09	-0.081	-0.071	-0.034	0.069	0.135	0.197	0.331
272	Nocardicin B	-2.503	-1.266	-1.149	-0.928	-0.591	-0.533	-0.41	0.521	0.534	0.793	1.65	-0.088	-0.075	-0.051	-0.047	-0.034	-0.028	-0.013	0.034	0.054	0.072	0.105	-0.212	-0.1	-0.075	-0.064	-0.039	-0.018	0.042	0.084	0.125	0.225
273	Ceftizoxime	-3.676	-1.649	-1.224	-0.813	-0.776	-0.489	0.467	0.613	0.913	1.224	2.859	-0.272	-0.17	-0.119	-0.096	-0.08	-0.037	0.072	0.079	0.114	0.133	0.253	-0.319	-0.177	-0.158	-0.087	-0.053	-0.022	0.085	0.11	0.18	0.692
274	Piperacillin	-3.396	-2.822	-1.639	-1.548	-1.152	-0.679	-0.273	0.65	0.853	1.109	1.936	-0.243	-0.167	-0.141	-0.094	-0.08	-0.062	-0.037	0.048	0.074	0.116	0.261	-0.545	-0.161	-0.12	-0.071	-0.054	-0.036	0.045	0.117	0.164	0.385
275	Aztreonam	-2.686	-1.584	-1.279	-0.957	-0.764	-0.627	-0.239	0.473	0.634	0.891	1.532	-0.301	-0.14	-0.098	-0.089	-0.077	-0.043	-0.009	0.039	0.053	0.085	0.143	-0.423	-0.184	-0.102	-0.078	-0.065	-0.047	0.031	0.085	0.152	0.214
276	Cefoxitin	-3.17	-1.956	-1.515	-1.121	-0.902	-0.579	0.533	0.615	0.884	1.403	2.153	-0.351	-0.237	-0.179	-0.124	-0.103	-0.071	0.071	0.081	0.106	0.125	0.226	-0.381	-0.214	-0.171	-0.089	-0.066	-0.047	0.097	0.145	0.172	0.238
277	Ceftriaxone	-1.998	-1.597	-1.394	-1.047	-0.805	-0.587	0.604	0.766	0.996	1.266	2.371	-0.28	-0.193	-0.104	-0.091	-0.084	-0.055	0.06	0.07	0.084	0.135	0.166	-0.515	-0.202	-0.111	-0.073	-0.064	-0.036	0.068	0.111	0.145	0.244
278	Cefacetrile	-3.219	-1.349	-1.069	-0.797	-0.504	0.445	0.727	0.879	1.156	1.489	2.426	-0.272	-0.168	-0.115	-0.077	-0.069	0.091	0.103	0.11	0.126	0.193	0.201	-0.346	-0.229	-0.1	-0.088	-0.029	0.074	0.109	0.155	0.265	0.759
279	Cephalosporin C	-1.415	-1.303	-1.12	-0.975	-0.811	0.314	0.623	0.845	0.896	1.1	1.294	-0.191	-0.161	-0.134	-0.099	-0.065	0.081	0.086	0.106	0.13	0.15	0.203	-0.343	-0.169	-0.128	-0.091	-0.061	0.068	0.125	0.159	0.232	0.494
280	Cyclacillin	-2.859	-2.412	-2.03	-1.436	-1.105	-0.668	0.507	0.609	0.8	1.228	1.846	-0.383	-0.288	-0.247	-0.204	-0.178	-0.143	0.039	0.101	0.123	0.227	0.309	-0.576	-0.25	-0.192	-0.138	-0.104	-0.061	0.114	0.155	0.195	0.494
281	Cefazolin	-2.774	-1.847	-1.545	-1.414	-1.161	-0.661	0.236	0.557	1.161	1.464	1.965	-0.229	-0.195	-0.133	-0.107	-0.089	-0.05	0.024	0.053	0.115	0.148	0.218	-0.481	-0.174	-0.102	-0.087	-0.059	-0.041	0.061	0.084	0.124	0.541
282	Cephalosporin C	-1.665	-1.253	-1.173	-1.016	-0.895	0.332	0.63	0.835	0.952	1.058	1.324	-0.205	-0.139	-0.111	-0.067	-0.054	0.014	0.05	0.067	0.093	0.124	0.174	-0.341	-0.126	-0.103	-0.07	-0.049	0.014	0.093	0.112	0.143	0.522
283	Ceftazidime	-2.065	-1.772	-1.29	-0.859	-0.554	0.321	0.646	0.853	1.213	1.556	1.972	-0.252	-0.123	-0.099	-0.067	-0.048	0.017	0.038	0.053	0.076	0.111	0.182	-0.335	-0.155	-0.1	-0.055	-0.026	0.019	0.04	0.079	0.204	0.403
284	LY097964	-2.359	-1.746	-1.27	-1.009	-0.715	-0.504	0.549	0.594	0.845	1.352	1.954	-0.265	-0.173	-0.146	-0.11	-0.068	-0.051	0.061	0.106	0.159	0.179	0.286	-0.371	-0.242	-0.095	-0.078	-0.06	-0.037	0.121	0.143	0.239	0.498
285	LY097964	-2.703	-1.621	-1.213	-1.024	-0.686	-0.604	0.539	0.642	0.974	1.169	2.117	-0.218	-0.144	-0.136	-0.083	-0.073	-0.049	0.045	0.077	0.13	0.146	0.169	-0.286	-0.208	-0.113	-0.083	-0.043	-0.029	0.071	0.098	0.208	0.321
286	Aztreonam	-2.317	-1.557	-1.199	-0.911	-0.752	-0.57	-0.227	0.564	0.701	0.964	1.386	-0.327	-0.179	-0.12	-0.093	-0.087	-0.073	-0.025	0.059	0.1	0.133	0.19	-0.445	-0.184	-0.133	-0.124	-0.099	-0.054	0.079	0.17	0.209	0.233
287	Ofloxacin	-2.852	-1.083	-0.99	-0.633	0.253	0.377	0.507	0.65	1.375	3.192	4.329	-0.316	-0.099	-0.068	-0.051	0.038	0.052	0.058	0.077	0.093	0.125	0.149	-0.312	-0.1	-0.091	-0.046	0.022	0.039	0.068	0.114	0.161	0.368
288	Cefacetrile	-3.269	-1.371	-0.915	-0.82	-0.4	0.553	0.695	0.944	1.233	1.401	2.162	-0.299	-0.211	-0.185	-0.15	-0.119	0.117	0.131	0.168	0.189	0.221	0.287	-0.687	-0.278	-0.193	-0.118	-0.048	0.088	0.147	0.208	0.241	0.799
289	Cephaloridine	-4.199	-2.291	-1.567	-0.973	-0.793	0.426	0.63	0.821	1.007	1.494	2.06	-0.313	-0.197	-0.169	-0.117	-0.1	0.089	0.103	0.118	0.153	0.165	0.287	-0.464	-0.125	-0.103	-0.085	-0.067	0.066	0.141	0.177	0.214	0.52
290	LY097964	-2.337	-1.54	-1.166	-1.046	-0.715	-0.57	0.545	0.61	0.846	1.077	2.091	-0.187	-0.155	-0.116	-0.094	-0.09	-0.041	0.045	0.065	0.119	0.156	0.191	-0.332	-0.175	-0.099	-0.084	-0.073	-0.023	0.066	0.133	0.228	0.33
291	Ceftizoxime	-2.773	-1.433	-1.177	-0.876	-0.72	-0.539	0.501	0.587	0.877	1.202	1.998	-0.179	-0.151	-0.084	-0.066	-0.042	-0.017	0.031	0.073	0.125	0.142	0.195	-0.317	-0.171	-0.085	-0.059	-0.025	-0.015	0.092	0.14	0.258	0.274
292	Aztreonam	-2.281	-1.502	-1.263	-1.178	-0.784	-0.558	-0.273	0.573	0.848	0.926	1.431	-0.288	-0.149	-0.096	-0.086	-0.061	-0.052	-0.029	0.059	0.068	0.089	0.132	-0.378	-0.177	-0.132	-0.083	-0.053	-0.04	0.055	0.076	0.171	0.224
293	Ceftizoxime	-3.036	-1.862	-1.302	-0.978	-0.771	-0.504	0.535	0.658	0.798	1.287	3.669	-0.293	-0.201	-0.146	-0.114	-0.054	-0.026	0.052	0.086	0.13	0.231	0.296	-0.392	-0.213	-0.133	-0.074	-0.059	-0.016	0.102	0.135	0.216	0.542
294	Ceftriaxone	-2.326	-1.585	-1.256	-1.026	-0.829	-0.682	0.634	0.751	0.993	1.455	2.464	-0.308	-0.161	-0.138	-0.079	-0.068	-0.042	0.045	0.057	0.069	0.117	0.221	-0.658	-0.181	-0.125	-0.062	-0.046	-0.032	0.045	0.099	0.153	0.348
295	Nocardicin B	-2.654	-1.165	-1.111	-0.891	-0.675	-0.639	-0.481	0.588	0.671	0.774	1.733	-0.093	-0.063	-0.059	-0.053	-0.051	-0.039	-0.017	0.03	0.062	0.076	0.113	-0.13	-0.092	-0.082	-0.068	-0.046	-0.028	0.038	0.097	0.102	0.196
296	Cefotaxime	-2.564	-1.49	-1.006	-0.85	-0.672	0.436	0.594	0.732	1.086	1.362	1.69	-0.223	-0.136	-0.099	-0.08	-0.037	0.018	0.063	0.098	0.105	0.12	0.172	-0.222	-0.183	-0.101	-0.055	-0.033	0.015	0.098	0.136	0.178	0.356
297	Cefuroxime	-1.956	-1.499	-1.19	-1.063	-0.778	-0.51	0.42	0.582	0.756	1.102	3.389	-0.156	-0.127	-0.097	-0.091	-0.052	-0.018	0.045	0.079	0.106	0.128	0.163	-0.26	-0.141	-0.085	-0.069	-0.043	-0.01	0.086	0.142	0.215	0.348
298	Cefmetazole	-2.164	-1.917	-1.328	-1	-0.707	-0.431	0.456	0.657	1.174	1.873	3.73	-0.293	-0.126	-0.1	-0.074	-0.055	-0.045	0.061	0.084	0.097	0.109	0.164	-0.544	-0.166	-0.089	-0.068	-0.046	-0.028	0.071	0.094	0.165	0.218
299	Cefacetrile	-3.35	-1.458	-0.989	-0.813	-0.422	0.422	0.713	0.826	1.041	1.274	1.935	-0.269	-0.161	-0.147	-0.13	-0.112	0.057	0.103	0.133	0.143	0.156	0.237	-0.463	-0.186	-0.162	-0.094	-0.051	0.065	0.118	0.153	0.203	0.827
300	Aztreonam	-2.271	-1.354	-1.233	-1.168	-0.747	-0.544	-0.241	0.577	0.78	0.924	1.436	-0.283	-0.162	-0.095	-0.086	-0.076	-0.063	-0.019	0.04	0.076	0.096	0.155	-0.393	-0.169	-0.122	-0.093	-0.072	-0.047	0.044	0.087	0.178	0.264
301	Ceftriaxone	-2.274	-1.644	-1.261	-1.131	-0.844	-0.537	0.517	0.674	0.86	1.295	2.156	-0.218	-0.106	-0.098	-0.073	-0.061	-0.032	0.034	0.056	0.077	0.094	0.191	-0.259	-0.156	-0.096	-0.066	-0.054	-0.019	0.039	0.083	0.164	0.253
302	Cephalexin	-3.531	-2.881	-2.082	-1.564	-1.108	-1.049	-0.568	0.472	0.622	0.795	2.959	-0.363	-0.223	-0.183	-0.164	-0.158	-0.111	-0.094	0.046	0.123	0.168	0.312	-0.29	-0.251	-0.193	-0.12	-0.099	-0.06	0.045	0.171	0.215	0.524
303	Carbenicillin	-3.654	-2.951	-1.657	-1.488	-1.094	-0.958	-0.436	0.387	0.659	0.789	1.554	-0.266	-0.217	-0.19	-0.15	-0.142	-0.118	-0.064	0.047	0.086	0.111	0.369	-0.521	-0.256	-0.18	-0.1	-0.077	-0.062	0.065	0.113	0.149	0.866
304	Ceftizoxime	-2.938	-1.576	-1.126	-0.884	-0.713	-0.538	0.511	0.607	1.003	1.203	2.265	-0.228	-0.147	-0.125	-0.097	-0.07	-0.02	0.053	0.101	0.131	0.169	0.183	-0.339	-0.182	-0.157	-0.088	-0.042	-0.018	0.084	0.145	0.279	0.361
305	Ceftriaxone	-2.577	-1.914	-1.352	-0.988	-0.836	-0.587	0.434	0.71	0.954	1.407	2.403	-0.27	-0.172	-0.114	-0.096	-0.069	-0.048	0.051	0.068	0.082	0.138	0.195	-0.423	-0.191	-0.137	-0.074	-0.061	-0.028	0.066	0.108	0.187	0.438
306	Moxalactam	-2.58	-1.769	-1.351	-1.006	-0.875	-0.611	-0.364	0.483	0.692	1.128	2.181	-0.141	-0.105	-0.076	-0.064	-0.037	-0.031	-0.016	0.043	0.071	0.099	0.183	-0.245	-0.158	-0.086	-0.053	-0.037	-0.018	0.034	0.057	0.195	0.329
307	Cephaloridine	-3.371	-2.292	-1.68	-0.954	-0.751	0.389	0.657	0.836	1.162	1.367	2.691	-0.321	-0.207	-0.186	-0.153	-0.131	0.038	0.093	0.13	0.162	0.243	0.301	-0.546	-0.185	-0.14	-0.088	-0.058	0.039	0.136	0.2	0.281	0.424
308	Ceftizoxime	-3.572	-1.591	-1.278	-0.889	-0.683	-0.446	0.471	0.671	0.978	1.205	3.137	-0.259	-0.173	-0.126	-0.106	-0.074	-0.024	0.047	0.083	0.09	0.13	0.255	-0.442	-0.22	-0.113	-0.08	-0.066	-0.021	0.068	0.099	0.197	0.578
309	Ceftizoxime	-2.444	-1.672	-1.145	-0.975	-0.72	-0.479	0.556	0.585	0.854	1.419	1.972	-0.283	-0.163	-0.145	-0.097	-0.068	-0.017	0.071	0.105	0.158	0.174	0.278	-0.404	-0.236	-0.098	-0.077	-0.061	-0.015	0.123	0.153	0.248	0.476
310	Cephalexin	-3.184	-2.186	-1.764	-1.294	-1.074	-0.902	-0.695	0.538	0.693	0.82	1.813	-0.317	-0.23	-0.186	-0.165	-0.159	-0.094	-0.066	0.053	0.104	0.153	0.229	-0.345	-0.264	-0.182	-0.135	-0.078	-0.058	0.061	0.118	0.195	0.332
311	Cephalosporin C	-2.083	-1.298	-1.039	-0.941	-0.719	0.323	0.576	0.707	0.787	1.037	1.456	-0.157	-0.117	-0.107	-0.08	-0.06	0.045	0.075	0.113	0.125	0.129	0.15	-0.36	-0.12	-0.096	-0.076	-0.06	0.054	0.154	0.179	0.199	0.408
312	Ampicillin	-3.226	-2.302	-1.813	-1.592	-1.138	-0.915	-0.679	0.463	0.575	0.826	1.131	-0.368	-0.242	-0.233	-0.2	-0.166	-0.143	-0.091	0.047	0.089	0.116	0.354	-0.394	-0.244	-0.201	-0.173	-0.12	-0.073	0.056	0.13	0.152	0.591
313	Sulbenicillin	-3.907	-2.834	-1.964	-1.383	-1.22	-1.008	-0.567	0.4	0.58	0.663	1.702	-0.229	-0.201	-0.19	-0.169	-0.152	-0.134	-0.111	0.123	0.166	0.197	0.304	-0.516	-0.184	-0.152	-0.131	-0.094	-0.063	0.125	0.267	0.39	0.438
314	Cefotaxime	-1.826	-1.475	-1.202	-0.875	-0.551	0.436	0.569	0.682	0.92	1.305	3.052	-0.233	-0.173	-0.118	-0.082	-0.047	0.04	0.065	0.097	0.11	0.141	0.162	-0.535	-0.144	-0.117	-0.073	-0.045	0.015	0.105	0.132	0.213	0.355
315	Cephalosporin C	-1.585	-1.274	-1.02	-0.983	-0.874	0.318	0.645	0.875	0.936	1.147	1.426	-0.189	-0.151	-0.125	-0.074	-0.062	0.045	0.092	0.106	0.13	0.154	0.229	-0.38	-0.141	-0.105	-0.081	-0.049	0.067	0.102	0.158	0.219	0.519
316	Ceftriaxone	-2.079	-1.509	-1.175	-1.07	-0.83	-0.569	0.488	0.681	0.877	1.103	2.881	-0.199	-0.123	-0.089	-0.066	-0.053	-0.037	0.027	0.051	0.068	0.112	0.182	-0.324	-0.163	-0.082	-0.068	-0.046	-0.021	0.039	0.074	0.139	0.347
317	LY097964	-3.425	-1.732	-1.372	-0.957	-0.685	-0.536	0.446	0.639	0.994	1.18	2.769	-0.258	-0.183	-0.135	-0.115	-0.075	-0.054	0.044	0.072	0.091	0.13	0.249	-0.404	-0.241	-0.083	-0.078	-0.073	-0.034	0.066	0.091	0.203	0.558
318	Carbenicillin	-3.557	-2.469	-1.646	-1.479	-1.107	-0.92	-0.527	0.466	0.717	0.807	1.242	-0.298	-0.199	-0.173	-0.152	-0.124	-0.102	-0.07	0.068	0.089	0.137	0.329	-0.312	-0.205	-0.191	-0.133	-0.07	-0.051	0.08	0.137	0.164	0.898
319	Cefazolin	-2.639	-1.398	-1.327	-1.148	-1.06	-0.557	0.226	0.614	1.122	1.359	1.894	-0.379	-0.181	-0.149	-0.102	-0.08	-0.059	0.033	0.078	0.092	0.112	0.258	-0.604	-0.21	-0.112	-0.096	-0.066	-0.055	0.069	0.084	0.165	0.431
320	Aztreonam	-2.276	-1.345	-1.183	-1.05	-0.832	-0.619	-0.285	0.607	0.791	0.89	1.451	-0.208	-0.148	-0.108	-0.103	-0.095	-0.08	-0.042	0.066	0.072	0.125	0.162	-0.279	-0.148	-0.134	-0.097	-0.086	-0.073	0.082	0.125	0.182	0.217
321	LY097964	-2.394	-1.698	-1.249	-1.004	-0.693	-0.619	0.537	0.65	0.823	1.186	2.593	-0.217	-0.158	-0.131	-0.104	-0.075	-0.02	0.023	0.098	0.12	0.156	0.187	-0.32	-0.199	-0.173	-0.072	-0.048	-0.017	0.085	0.149	0.249	0.366
322	Aztreonam	-2.431	-1.88	-1.34	-1.193	-0.885	-0.514	-0.226	0.558	0.703	0.966	1.387	-0.244	-0.168	-0.132	-0.111	-0.083	-0.052	-0.025	0.05	0.076	0.122	0.165	-0.397	-0.158	-0.106	-0.093	-0.078	-0.052	0.074	0.112	0.165	0.245
323	Nocardicin B	-1.631	-1.325	-1.114	-0.868	-0.75	-0.604	-0.521	0.661	0.739	0.853	1.11	-0.165	-0.107	-0.076	-0.063	-0.056	-0.035	-0.014	0.026	0.068	0.104	0.15	-0.212	-0.119	-0.099	-0.078	-0.056	-0.029	0.031	0.1	0.141	0.317
324	Cephaloglycin	-2.477	-1.668	-1.41	-1.166	-0.992	-0.602	0.393	0.598	0.806	1.112	2.874	-0.321	-0.255	-0.211	-0.121	-0.098	-0.068	0.058	0.08	0.104	0.146	0.163	-0.391	-0.272	-0.188	-0.099	-0.076	-0.047	0.085	0.135	0.181	0.408
325	Cephalexin	-2.966	-2.281	-1.694	-1.339	-1.074	-0.949	-0.647	0.52	0.621	0.863	1.981	-0.269	-0.217	-0.198	-0.176	-0.165	-0.129	-0.094	0.055	0.138	0.153	0.342	-0.32	-0.269	-0.197	-0.168	-0.091	-0.069	0.059	0.164	0.245	0.524
326	LY097964	-2.686	-1.814	-1.163	-1.001	-0.776	-0.552	0.485	0.659	0.832	1.468	2.665	-0.243	-0.183	-0.153	-0.099	-0.075	-0.026	0.037	0.096	0.131	0.154	0.192	-0.359	-0.219	-0.108	-0.075	-0.048	-0.021	0.102	0.114	0.225	0.382
327	Cephalexin	-3.317	-2.988	-2.302	-1.638	-1.085	-0.943	-0.541	0.498	0.665	0.814	3.552	-0.367	-0.206	-0.194	-0.177	-0.152	-0.131	-0.096	0.046	0.129	0.167	0.274	-0.414	-0.278	-0.178	-0.137	-0.1	-0.066	0.037	0.144	0.224	0.461
328	Moxalactam	-2.261	-1.736	-1.25	-0.945	-0.868	-0.709	-0.283	0.51	0.684	1.289	3.35	-0.186	-0.118	-0.092	-0.085	-0.067	-0.059	-0.017	0.049	0.088	0.103	0.14	-0.507	-0.143	-0.103	-0.082	-0.061	-0.039	0.034	0.079	0.186	0.368
329	LY097964	-2.556	-1.577	-1.266	-0.956	-0.761	-0.602	0.486	0.612	0.826	1.15	1.931	-0.219	-0.16	-0.081	-0.072	-0.044	-0.03	0.039	0.071	0.116	0.137	0.189	-0.288	-0.186	-0.093	-0.062	-0.04	-0.019	0.085	0.127	0.227	0.3
330	Cephaloglycin	-3.802	-2.459	-1.472	-1.172	-0.931	-0.712	0.416	0.62	0.716	1.015	2.194	-0.276	-0.191	-0.17	-0.12	-0.109	-0.086	0.039	0.093	0.105	0.134	0.26	-0.288	-0.18	-0.14	-0.111	-0.07	-0.045	0.105	0.118	0.147	0.336
331	BL-S217	-1.824	-1.313	-1.009	-0.794	0.336	0.661	0.83	0.922	1.145	1.596	2.843	-0.289	-0.137	-0.113	-0.081	0.067	0.087	0.101	0.112	0.129	0.151	0.192	-0.286	-0.173	-0.106	-0.07	0.032	0.057	0.124	0.163	0.179	0.438
332	Ceftizoxime	-2.841	-1.552	-1.123	-1.023	-0.625	-0.471	0.548	0.601	0.87	1.162	2.415	-0.221	-0.133	-0.103	-0.077	-0.07	-0.039	0.035	0.079	0.12	0.145	0.17	-0.395	-0.21	-0.098	-0.085	-0.036	-0.027	0.062	0.105	0.206	0.4
333	Moxalactam	-2.624	-1.974	-1.383	-1.076	-0.865	-0.64	-0.305	0.438	0.644	1.253	3.649	-0.216	-0.142	-0.126	-0.114	-0.095	-0.078	-0.041	0.068	0.101	0.109	0.131	-0.412	-0.17	-0.134	-0.105	-0.07	-0.061	0.042	0.102	0.22	0.286
334	Aztreonam	-2.341	-1.621	-1.374	-1.153	-0.939	-0.534	-0.253	0.591	0.656	0.97	1.406	-0.257	-0.141	-0.117	-0.089	-0.084	-0.062	-0.018	0.042	0.083	0.115	0.177	-0.279	-0.166	-0.117	-0.085	-0.071	-0.054	0.038	0.14	0.187	0.2
335	LY097964	-2.553	-1.619	-1.302	-1.07	-0.747	-0.594	0.518	0.601	0.837	1.124	1.934	-0.2	-0.167	-0.108	-0.084	-0.066	-0.027	0.05	0.087	0.128	0.172	0.215	-0.402	-0.138	-0.092	-0.079	-0.07	-0.019	0.086	0.204	0.245	0.351
336	Cephalothin	-2.092	-1.821	-1.522	-1.026	-0.876	-0.029	0.59	0.848	1.11	1.702	3.243	-0.36	-0.254	-0.192	-0.181	-0.072	-0.011	0.06	0.078	0.106	0.196	0.267	-0.313	-0.214	-0.197	-0.107	-0.076	-0.013	0.077	0.148	0.173	0.43
337	Cefoxitin	-4.868	-2.565	-1.38	-1.286	-0.94	-0.457	0.415	0.653	0.857	1.215	2.065	-0.28	-0.261	-0.212	-0.15	-0.117	-0.103	0.09	0.126	0.14	0.166	0.236	-0.426	-0.202	-0.157	-0.11	-0.088	-0.044	0.136	0.186	0.269	0.46
338	Cefacetrile	-3.793	-1.227	-0.936	-0.875	-0.419	0.586	0.673	0.973	1.134	1.256	2.142	-0.262	-0.187	-0.172	-0.139	-0.129	0.116	0.128	0.144	0.207	0.23	0.275	-0.553	-0.249	-0.184	-0.112	-0.049	0.105	0.133	0.204	0.299	0.834
339	Moxalactam	-2.119	-1.705	-1.252	-0.981	-0.852	-0.744	-0.302	0.527	0.692	1.352	3.13	-0.17	-0.133	-0.095	-0.089	-0.07	-0.059	-0.022	0.058	0.086	0.115	0.127	-0.467	-0.137	-0.115	-0.091	-0.063	-0.037	0.042	0.067	0.19	0.313
340	Cefazolin	-3.482	-2.029	-1.53	-1.21	-0.885	-0.714	0.151	0.593	0.886	1.147	2.16	-0.251	-0.192	-0.154	-0.126	-0.094	-0.039	0.012	0.099	0.115	0.142	0.239	-0.29	-0.208	-0.168	-0.131	-0.053	-0.032	0.089	0.123	0.287	0.431
341	Ampicillin	-3.675	-3.081	-2.17	-1.661	-1.138	-0.962	-0.629	0.517	0.632	0.815	1.694	-0.345	-0.214	-0.192	-0.169	-0.16	-0.15	-0.115	0.042	0.101	0.141	0.302	-0.415	-0.255	-0.199	-0.126	-0.097	-0.079	0.05	0.13	0.171	0.584
342	Cefaclor	-3.636	-2.442	-1.961	-1.376	-1.215	-0.778	-0.493	0.599	0.743	0.893	2.081	-0.279	-0.223	-0.209	-0.17	-0.158	-0.138	-0.059	0.081	0.107	0.164	0.249	-0.432	-0.246	-0.172	-0.116	-0.076	-0.054	0.066	0.132	0.236	0.325
343	Aztreonam	-3.167	-2.204	-1.115	-0.899	-0.703	-0.554	-0.302	0.493	0.785	1.045	1.39	-0.432	-0.347	-0.228	-0.13	-0.086	-0.052	-0.023	0.051	0.082	0.114	0.214	-0.64	-0.251	-0.16	-0.123	-0.098	-0.076	0.055	0.108	0.139	0.324
344	Carbenicillin	-3.342	-2.721	-1.777	-1.591	-1.189	-0.909	-0.428	0.391	0.687	0.835	1.563	-0.249	-0.191	-0.167	-0.149	-0.133	-0.108	-0.058	0.049	0.115	0.153	0.231	-0.632	-0.215	-0.114	-0.101	-0.075	-0.056	0.077	0.138	0.201	0.5
345	Cephalosporin C	-1.498	-1.306	-1.103	-1.023	-0.718	0.322	0.627	0.795	0.917	1.048	1.442	-0.191	-0.152	-0.126	-0.095	-0.083	0.065	0.091	0.096	0.131	0.146	0.204	-0.377	-0.175	-0.123	-0.082	-0.075	0.045	0.122	0.192	0.205	0.441
346	Ceftazidime	-2.003	-1.833	-1.126	-0.884	-0.65	0.425	0.58	0.931	1.054	1.199	1.777	-0.196	-0.162	-0.119	-0.099	-0.073	0.04	0.063	0.086	0.114	0.152	0.195	-0.283	-0.146	-0.105	-0.083	-0.062	0.031	0.095	0.133	0.162	0.324
347	Cefamandole	-2.436	-1.723	-1.492	-1.279	-1.165	-0.979	-0.497	0.467	0.747	1.081	2.381	-0.243	-0.232	-0.196	-0.149	-0.139	-0.097	-0.065	0.115	0.136	0.19	0.277	-0.679	-0.243	-0.172	-0.121	-0.095	-0.076	0.052	0.136	0.358	0.501
348	Aztreonam	-2.674	-1.786	-1.407	-1.096	-0.913	-0.635	-0.378	0.52	0.768	1.067	2.007	-0.353	-0.212	-0.146	-0.142	-0.093	-0.068	-0.022	0.057	0.101	0.139	0.217	-0.397	-0.251	-0.141	-0.124	-0.096	-0.047	0.068	0.085	0.171	0.783
349	Ofloxacin	-2.883	-1.331	-0.928	-0.6	0.273	0.395	0.471	0.758	1.537	2.423	4.167	-0.158	-0.113	-0.065	-0.042	0.018	0.037	0.061	0.07	0.09	0.124	0.176	-0.202	-0.144	-0.076	-0.029	0.006	0.023	0.1	0.155	0.249	0.443
350	Cefmetazole	-2.829	-1.883	-1.667	-1.055	-0.672	-0.445	0.452	0.642	1.229	1.378	2.202	-0.276	-0.235	-0.149	-0.118	-0.106	-0.051	0.054	0.103	0.116	0.134	0.226	-0.425	-0.213	-0.143	-0.096	-0.069	-0.033	0.095	0.135	0.205	0.275
